gRNA_id,gene,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,ABE_SY-5609_10nM_REP1,ABE_SY-5609_10nM_REP2,ABE_SY-5609_10nM_REP3,ABE_SY-5609_100nM_REP1,ABE_SY-5609_100nM_REP2,ABE_SY-5609_100nM_REP3
gRNA_CDK9_targ_1163,CDK9,1789.0,9272.0,7782.0,2891.0,14370.0,5193.0,395.0,26.0,303.0,289.0,1520.0,1445.0,8600.0,1798.0,2996.0,7198.0,6380.0,785.0,298.0,1974.0,120.0,3537.0,4098.0,277.0
gRNA_CDK9_targ_1164,CDK9,808.0,1215.0,6210.0,2340.0,4341.0,14295.0,1083.0,7740.0,526.0,252.0,1186.0,1911.0,19184.0,14470.0,6066.0,21834.0,6899.0,9246.0,1470.0,6939.0,15310.0,9173.0,10666.0,21360.0
gRNA_CDK9_targ_1165,CDK9,2897.0,7482.0,15737.0,6001.0,4188.0,3514.0,99.0,770.0,10.0,30.0,50.0,40.0,932.0,2760.0,825.0,3122.0,3170.0,2304.0,305.0,466.0,3074.0,121.0,1244.0,523.0
gRNA_CDK9_targ_1166,CDK9,10956.0,4361.0,6034.0,5360.0,9249.0,7502.0,1663.0,18693.0,320.0,45.0,421.0,2216.0,14100.0,6053.0,4350.0,8826.0,5545.0,2928.0,460.0,3677.0,3606.0,8286.0,6959.0,4098.0
gRNA_CDK9_targ_1167,CDK9,15952.0,8779.0,23848.0,12308.0,13066.0,15597.0,3258.0,49826.0,173.0,834.0,1183.0,4954.0,20125.0,12562.0,12636.0,25457.0,13168.0,14933.0,770.0,17727.0,21420.0,12328.0,13653.0,2544.0
gRNA_CDK9_targ_1168,CDK9,24655.0,27868.0,34860.0,29350.0,19181.0,22165.0,6103.0,1917.0,985.0,999.0,1552.0,4987.0,35174.0,30933.0,31774.0,29012.0,17539.0,13278.0,2731.0,29020.0,11874.0,28311.0,52560.0,18872.0
gRNA_CDK9_targ_1169,CDK9,23879.0,11563.0,28895.0,27545.0,18937.0,19872.0,7255.0,7165.0,6619.0,3223823.0,41669.0,10715.0,26753.0,19554.0,67873.0,37719.0,16554.0,543054.0,18847.0,24942.0,26216.0,19603.0,31450.0,106962.0
gRNA_CDK9_targ_1170,CDK9,9844.0,13841.0,33258.0,20906.0,6561.0,10443.0,4682.0,1909.0,358.0,491.0,3052.0,3209.0,17397.0,8384.0,10553.0,14086.0,13667.0,4951.0,604.0,11591.0,8110.0,14376.0,12177.0,9420.0
gRNA_CDK9_targ_1171,CDK9,7953.0,8782.0,27161.0,13679.0,7494.0,11663.0,6823.0,1489.0,634.0,1545.0,453.0,11360.0,13846.0,16965.0,20267.0,15870.0,16442.0,12808.0,1882.0,17254.0,4393.0,23469.0,35803.0,19056.0
gRNA_CDK9_targ_1172,CDK9,13793.0,19582.0,55074.0,20072.0,18369.0,11768.0,2371.0,1296.0,1146.0,408.0,657.0,2951.0,16547.0,10013.0,20882.0,22723.0,7713.0,10040.0,979.0,13019.0,18591.0,12851.0,21036.0,14342.0
gRNA_CDK9_targ_1173,CDK9,2538.0,11216.0,18488.0,29561.0,6471.0,11528.0,1548.0,50895.0,73.0,477.0,290.0,7285.0,16941.0,8003.0,8115.0,16174.0,15824.0,6357.0,1417.0,10084.0,18414.0,8997.0,8645.0,3342.0
gRNA_CDK9_targ_1174,CDK9,13701.0,5298.0,21982.0,17374.0,13151.0,9914.0,8005.0,829.0,275.0,648.0,1537.0,1313.0,17660.0,12450.0,25134.0,15262.0,6383.0,6637.0,1373.0,12094.0,5337.0,12283.0,24927.0,5025.0
gRNA_CDK9_targ_1175,CDK9,20164.0,16496.0,25420.0,27217.0,20741.0,23319.0,8344.0,1436.0,33349.0,1136.0,8278.0,67012.0,32408.0,18552.0,20621.0,34685.0,22483.0,13424.0,2930.0,26644.0,24706.0,23972.0,30323.0,12092.0
gRNA_CDK9_targ_1176,CDK9,5276.0,21365.0,9687.0,24375.0,7164.0,3792.0,849.0,108.0,47.0,247.0,1957.0,2591.0,5608.0,3400.0,3802.0,7180.0,1626.0,1588.0,155.0,2336.0,7267.0,4002.0,6390.0,2774.0
gRNA_CDK9_targ_1177,CDK9,12403.0,4638.0,17535.0,13273.0,8778.0,5937.0,1811.0,2179.0,1846.0,1000.0,555.0,4060.0,5972.0,4754.0,24496.0,3912.0,4265.0,3208.0,526.0,3527.0,5317.0,2034.0,7596.0,9223.0
gRNA_CDK9_targ_1178,CDK9,5718.0,11020.0,13446.0,7616.0,7309.0,5512.0,2967.0,611.0,25.0,283.0,558.0,2084.0,5458.0,3885.0,5566.0,4018.0,806.0,2638.0,365.0,6953.0,3946.0,1802.0,8929.0,8522.0
gRNA_CDK9_targ_1179,CDK9,13423.0,11097.0,12598.0,21111.0,12671.0,15913.0,1169.0,883.0,600.0,700.0,224.0,2044.0,9645.0,11835.0,13637.0,17169.0,7097.0,6197.0,1064.0,5919.0,4400.0,13710.0,13428.0,3117.0
gRNA_CDK9_targ_1180,CDK9,3513.0,4515.0,6639.0,9788.0,10241.0,5983.0,278.0,51.0,110.0,309.0,133.0,1931.0,4598.0,4091.0,5301.0,3934.0,7623.0,1309.0,279.0,1427.0,2934.0,2314.0,2088.0,1875.0
gRNA_CDK9_targ_1181,CDK9,8024.0,10952.0,19370.0,20397.0,10834.0,10240.0,2136.0,898.0,215.0,294.0,271.0,14861.0,6436.0,8227.0,11026.0,9513.0,9432.0,2866.0,329.0,2521.0,7798.0,9055.0,10452.0,6550.0
gRNA_CDK9_targ_1182,CDK9,7840.0,11189.0,20892.0,7173.0,4265.0,15326.0,5611.0,1052.0,300.0,648.0,1448.0,1728.0,13991.0,8686.0,8375.0,18961.0,13931.0,8038.0,871.0,4884.0,9483.0,6234.0,7622.0,12800.0
gRNA_CDK9_targ_1183,CDK9,11323.0,9846.0,10198.0,6579.0,6667.0,5881.0,858.0,1875.0,260.0,61.0,188.0,602.0,6175.0,5279.0,8859.0,3447.0,3808.0,3878.0,224.0,2565.0,1621.0,2794.0,979.0,2573.0
gRNA_CDK9_targ_1184,CDK9,10026.0,4246.0,16616.0,11705.0,8289.0,15455.0,859.0,14966.0,1593.0,203.0,17802.0,636.0,15747.0,8249.0,19280.0,19189.0,8806.0,5594.0,1370.0,4496.0,9966.0,14096.0,15416.0,7545.0
gRNA_CDK9_targ_1185,CDK9,13686.0,18894.0,32353.0,19653.0,20547.0,20298.0,8500.0,1981.0,1188.0,857.0,2420.0,3979.0,16114.0,7725.0,18223.0,22418.0,16048.0,6158.0,907.0,7930.0,6821.0,11886.0,11228.0,17671.0
gRNA_CDK9_targ_1186,CDK9,5555.0,3899.0,13212.0,6087.0,8589.0,8200.0,7229.0,424.0,899.0,49.0,844.0,2445.0,3313.0,2719.0,5852.0,3592.0,5832.0,2439.0,321.0,1676.0,1372.0,4492.0,1407.0,3130.0
gRNA_CDK9_targ_1187,CDK9,12108.0,10420.0,14954.0,14646.0,12817.0,10447.0,2106.0,1943.0,586.0,75.0,1631.0,2769.0,5922.0,4872.0,13383.0,11096.0,11200.0,4819.0,449.0,5069.0,6775.0,6337.0,6603.0,1398.0
gRNA_CDK9_targ_1188,CDK9,40878.0,28401.0,25785.0,32887.0,18868.0,21291.0,3466.0,3346.0,3234.0,704.0,5683.0,7476.0,20672.0,17569.0,18958.0,29889.0,14843.0,9658.0,1758.0,18368.0,12278.0,21974.0,21033.0,8615.0
gRNA_CDK9_targ_1189,CDK9,2794.0,4709.0,2536.0,5644.0,8251.0,6937.0,234.0,520.0,49.0,459.0,771.0,421.0,7076.0,8074.0,2775.0,9329.0,1265.0,3909.0,635.0,4751.0,4204.0,6767.0,9849.0,193.0
gRNA_CDK9_targ_1190,CDK9,8641.0,5050.0,19634.0,12718.0,9497.0,10737.0,584.0,5570.0,830.0,802.0,196.0,959.0,14815.0,8208.0,8480.0,14349.0,8789.0,3732.0,510.0,9636.0,12976.0,6466.0,2893.0,3860.0
gRNA_CDK9_targ_1191,CDK9,15287.0,14353.0,18720.0,21712.0,19223.0,12200.0,8631.0,2092.0,2176.0,434.0,1990.0,4567.0,16849.0,9396.0,16184.0,11432.0,13668.0,11362.0,489.0,16768.0,6274.0,15576.0,19700.0,22633.0
gRNA_CDK9_targ_1192,CDK9,21933.0,30082.0,34567.0,32629.0,34590.0,28604.0,9756.0,3730.0,3596.0,1511.0,3795.0,7673.0,41608.0,32721.0,55813.0,42136.0,21073.0,14591.0,2829.0,32766.0,37399.0,29981.0,29187.0,17596.0
gRNA_CDK9_targ_1193,CDK9,6855.0,17182.0,17773.0,14253.0,9602.0,12587.0,2360.0,1029.0,544.0,223.0,1289.0,1725.0,15177.0,11962.0,13502.0,23163.0,13079.0,3999.0,703.0,9581.0,7529.0,9714.0,7026.0,1373.0
gRNA_CDK9_targ_1194,CDK9,22180.0,20451.0,40208.0,30616.0,13743.0,23633.0,3798.0,3776.0,822.0,1870.0,2581.0,8583.0,39561.0,28395.0,44059.0,41399.0,35609.0,16915.0,5232.0,23391.0,29337.0,27500.0,23596.0,22197.0
gRNA_CDK9_targ_1195,CDK9,18646.0,18815.0,43843.0,30245.0,15777.0,26292.0,4798.0,3347.0,707.0,811.0,3131.0,7429.0,29474.0,24750.0,13536.0,31494.0,26316.0,12274.0,2619.0,27238.0,32383.0,27978.0,22948.0,29823.0
gRNA_CDK9_targ_1196,CDK9,8211.0,8965.0,32141.0,17293.0,9555.0,13437.0,755.0,523.0,199.0,499.0,1218.0,4424.0,14372.0,13871.0,16994.0,19465.0,9241.0,10951.0,761.0,9647.0,20113.0,13061.0,18518.0,7364.0
gRNA_CDK9_targ_1197,CDK9,18731.0,25843.0,30117.0,20628.0,22721.0,6090.0,11024.0,4193.0,1167.0,1216.0,3823.0,4742.0,12631.0,11835.0,18780.0,10607.0,8588.0,5907.0,550.0,9633.0,4734.0,6692.0,12377.0,2482.0
gRNA_CDK9_targ_1198,CDK9,8159.0,7288.0,9127.0,12243.0,9089.0,12083.0,993.0,4070.0,3398.0,315.0,1096.0,2174.0,17862.0,12885.0,8611.0,16582.0,11996.0,12503.0,905.0,2037.0,19274.0,6788.0,14335.0,8367.0
gRNA_CDK9_targ_1199,CDK9,10996.0,15280.0,37047.0,26729.0,20291.0,14411.0,4163.0,4300.0,10789.0,249.0,5468.0,5257.0,14456.0,11295.0,10193.0,15687.0,8337.0,7081.0,813.0,6116.0,6163.0,6789.0,14879.0,5638.0
gRNA_CDK9_targ_1200,CDK9,1475.0,11087.0,16503.0,18192.0,5302.0,9693.0,1225.0,876.0,51.0,49.0,397.0,1194.0,9500.0,7019.0,9145.0,8846.0,7191.0,6737.0,785.0,6335.0,14719.0,7588.0,6370.0,695.0
gRNA_CDK9_targ_1201,CDK9,7965.0,8176.0,12437.0,9335.0,9293.0,6868.0,17384.0,421.0,1190.0,4877.0,1919.0,905.0,6796.0,3595.0,9287.0,11293.0,7343.0,2834.0,970.0,5428.0,4704.0,2074.0,10436.0,8274.0
gRNA_CDK9_targ_1202,CDK9,6891.0,3790.0,16462.0,11885.0,2132.0,7974.0,2118.0,674.0,6146.0,192.0,105.0,678.0,9485.0,5987.0,10657.0,6979.0,3246.0,4234.0,433.0,4925.0,701.0,5182.0,9558.0,3196.0
gRNA_CDK9_targ_1203,CDK9,11983.0,11344.0,23050.0,26680.0,21992.0,19466.0,927.0,3152.0,577.0,497.0,10316.0,23092.0,19198.0,14322.0,19448.0,23543.0,11512.0,10272.0,1362.0,13083.0,7738.0,16800.0,16056.0,13330.0
gRNA_CDK9_targ_1204,CDK9,11854.0,5842.0,17361.0,9842.0,4017.0,13462.0,1193.0,1436.0,1022.0,264.0,1889.0,1644.0,13104.0,10623.0,22119.0,16201.0,10502.0,5861.0,736.0,8699.0,11389.0,9720.0,3351.0,18053.0
gRNA_CDK9_targ_1205,CDK9,3809.0,3433.0,5005.0,8732.0,7495.0,6622.0,612.0,594.0,396.0,270.0,52.0,2491.0,1763.0,3110.0,9589.0,6895.0,3306.0,2332.0,191.0,3737.0,2497.0,1936.0,1213.0,402.0
gRNA_CDK9_targ_1206,CDK9,6092.0,1639.0,8108.0,7948.0,9263.0,10267.0,827.0,1383.0,201.0,121.0,950.0,2039.0,6843.0,5798.0,4067.0,7452.0,7357.0,3363.0,645.0,2614.0,8397.0,5128.0,1164.0,1871.0
gRNA_CDK9_targ_1207,CDK9,5038.0,4210.0,11045.0,11849.0,6816.0,7097.0,5722.0,102.0,31.0,254.0,25066.0,193.0,8927.0,3123.0,3404.0,5428.0,3732.0,3557.0,229.0,2119.0,744.0,3559.0,5904.0,1121.0
gRNA_CDK9_targ_1208,CDK9,30135.0,22126.0,26130.0,25790.0,24226.0,27245.0,5532.0,713.0,8175.0,557.0,6784.0,4327.0,26255.0,31506.0,22811.0,38819.0,14476.0,13238.0,2400.0,18874.0,20264.0,14264.0,20341.0,8289.0
gRNA_CDK9_targ_1209,CDK9,16174.0,10770.0,9293.0,10403.0,15026.0,11142.0,1025.0,1020.0,602.0,106.0,1007.0,517.0,6098.0,9267.0,6040.0,14459.0,14181.0,5922.0,469.0,5390.0,14432.0,7160.0,4703.0,4247.0
gRNA_CDK9_targ_1210,CDK9,6746.0,5627.0,31609.0,7441.0,8403.0,6780.0,299.0,12515.0,513.0,73.0,333.0,475.0,4498.0,3750.0,10529.0,12406.0,3842.0,1051.0,217.0,3615.0,1811.0,5077.0,8897.0,6775.0
gRNA_CDK9_targ_1211,CDK9,7593.0,2649.0,11269.0,7855.0,9271.0,11631.0,17380.0,2723.0,1213.0,267.0,6478.0,4212.0,6478.0,4506.0,15056.0,14921.0,12545.0,4850.0,522.0,3652.0,1852.0,3915.0,3171.0,3424.0
gRNA_CDK9_targ_1212,CDK9,7409.0,3261.0,5597.0,6807.0,7424.0,6267.0,13321.0,104.0,124.0,121.0,572.0,517.0,3025.0,2558.0,1925.0,4459.0,2921.0,1814.0,265.0,1449.0,1486.0,1675.0,3366.0,5297.0
gRNA_CDK9_targ_1213,CDK9,5753.0,6389.0,17631.0,9966.0,11296.0,11007.0,19925.0,3649.0,2357.0,445.0,809.0,905.0,14132.0,11879.0,9746.0,18076.0,4040.0,5659.0,1404.0,10623.0,8004.0,9670.0,3440.0,7822.0
gRNA_CDK9_targ_1214,CDK9,11330.0,10529.0,19961.0,18147.0,6282.0,10662.0,3388.0,120.0,2234.0,313.0,2379.0,1416.0,8567.0,7426.0,14712.0,15535.0,9138.0,5868.0,1045.0,9248.0,8352.0,9406.0,12030.0,6496.0
gRNA_CDK9_targ_1215,CDK9,2533.0,2232.0,7732.0,1888.0,8715.0,6391.0,152.0,511.0,98.0,130.0,126.0,1207.0,1648.0,2495.0,1512.0,8052.0,423.0,3222.0,180.0,2178.0,1960.0,3652.0,2400.0,2386.0
gRNA_CDK9_targ_1216,CDK9,11651.0,12689.0,25445.0,18887.0,15451.0,18247.0,36448.0,3626.0,347.0,4726.0,1327.0,5089.0,15838.0,13322.0,8291.0,18522.0,12093.0,8914.0,2791.0,7160.0,9303.0,9739.0,10476.0,6987.0
gRNA_CDK9_targ_1217,CDK9,7772.0,7379.0,10830.0,18181.0,5549.0,9656.0,7437.0,2525.0,575.0,502.0,1160.0,1334.0,5699.0,4445.0,5100.0,9154.0,4150.0,4764.0,408.0,4638.0,3582.0,11980.0,6017.0,11882.0
gRNA_CDK9_targ_1218,CDK9,13642.0,10067.0,10353.0,10603.0,10110.0,16830.0,1554.0,593.0,1873.0,114.0,1194.0,603.0,12507.0,16755.0,9874.0,22459.0,9314.0,8621.0,476.0,14232.0,14153.0,13113.0,9170.0,9796.0
gRNA_CDK9_targ_1219,CDK9,41128.0,23642.0,26515.0,42641.0,23054.0,26327.0,35327.0,5888.0,5528.0,2643.0,10885.0,8269.0,29505.0,25760.0,29289.0,37814.0,14817.0,21139.0,2969.0,21341.0,34898.0,31350.0,22597.0,12135.0
gRNA_CDK9_targ_1220,CDK9,49575.0,45681.0,82595.0,57915.0,42040.0,49038.0,63708.0,6729.0,1882.0,3089.0,6325.0,12394.0,36495.0,30686.0,37012.0,76169.0,57719.0,26067.0,6453.0,35734.0,38995.0,43236.0,41799.0,40504.0
gRNA_CDK9_targ_1221,CDK9,33805.0,26782.0,49355.0,28325.0,29629.0,34833.0,8589.0,1145.0,1820.0,1850.0,2985.0,9036.0,33336.0,26457.0,23623.0,38566.0,26311.0,12552.0,1810.0,18612.0,22153.0,26783.0,27453.0,16250.0
gRNA_CDK9_targ_1222,CDK9,12091.0,10844.0,17761.0,23911.0,15598.0,19186.0,2145.0,1015.0,174.0,776.0,3577.0,6997.0,16872.0,13340.0,26682.0,24617.0,12382.0,13027.0,1378.0,14753.0,23666.0,14007.0,18818.0,19063.0
gRNA_CDK9_targ_1223,CDK9,6032.0,10438.0,13070.0,973.0,6526.0,4012.0,3835.0,42.0,26.0,308.0,365.0,1132.0,2832.0,1126.0,14255.0,8777.0,3629.0,1607.0,190.0,2874.0,4049.0,988.0,839.0,1352.0
gRNA_CDK9_targ_1224,CDK9,9034.0,13532.0,13066.0,17120.0,11768.0,20064.0,10997.0,3435.0,2805.0,744.0,5279.0,1291.0,24881.0,19861.0,25431.0,30530.0,12629.0,12266.0,1291.0,17350.0,10017.0,24462.0,18608.0,3215.0
gRNA_CDK9_targ_1225,CDK9,15895.0,19398.0,23329.0,25313.0,17709.0,18864.0,11327.0,7319.0,1318.0,1182.0,1649.0,3163.0,14552.0,11218.0,14229.0,28060.0,15327.0,9577.0,2051.0,14268.0,15551.0,9769.0,15611.0,13062.0
gRNA_CDK9_targ_1226,CDK9,38388.0,38465.0,77483.0,47186.0,23051.0,22253.0,24096.0,2525.0,8018.0,1710.0,4611.0,2074.0,28374.0,45754.0,28088.0,34295.0,30972.0,24637.0,4873.0,37089.0,51336.0,34927.0,50396.0,28722.0
gRNA_CDK9_targ_1227,CDK9,31366.0,32487.0,33832.0,46166.0,28825.0,21804.0,11045.0,15361.0,2998.0,907.0,4060.0,23387.0,47298.0,41111.0,46445.0,46548.0,35293.0,30100.0,5804.0,30717.0,30600.0,31982.0,33447.0,36439.0
gRNA_CDK9_targ_1228,CDK9,17873.0,12904.0,36600.0,32011.0,14662.0,9240.0,41475.0,10099.0,9686.0,571.0,5636.0,3403.0,12532.0,9035.0,13953.0,13567.0,17568.0,7909.0,910.0,13128.0,9463.0,9381.0,16490.0,18653.0
gRNA_CDK9_targ_1229,CDK9,11976.0,13249.0,13605.0,2890.0,7153.0,13280.0,12593.0,8130.0,311.0,463.0,619.0,820.0,18173.0,12220.0,7379.0,15675.0,12246.0,11043.0,737.0,11996.0,4359.0,10141.0,18112.0,10823.0
gRNA_CDK9_targ_1230,CDK9,4368.0,4533.0,13285.0,20474.0,5493.0,8044.0,386.0,130.0,555.0,66.0,451.0,1018.0,4927.0,4671.0,5126.0,9036.0,2609.0,4744.0,263.0,2758.0,6748.0,5739.0,8685.0,1052.0
gRNA_CDK9_targ_1231,CDK9,20921.0,11330.0,16721.0,39999.0,16867.0,18725.0,5376.0,3353.0,733.0,427.0,698.0,4594.0,19456.0,14470.0,5635.0,22901.0,9690.0,7735.0,1629.0,11141.0,9977.0,12137.0,15380.0,14677.0
gRNA_CDK9_targ_1232,CDK9,28974.0,19896.0,38901.0,33272.0,25908.0,32328.0,3091.0,3918.0,1287.0,1749.0,4006.0,6994.0,41354.0,37132.0,34841.0,47184.0,20067.0,23345.0,5451.0,36042.0,30717.0,33706.0,32271.0,18142.0
gRNA_CDK9_targ_1233,CDK9,4255.0,5451.0,2570.0,7868.0,5208.0,7634.0,5805.0,7157.0,81.0,313.0,255.0,2201.0,6445.0,8237.0,1330.0,12178.0,2860.0,5272.0,524.0,5692.0,6784.0,3087.0,12086.0,6014.0
gRNA_CDK9_targ_1234,CDK9,6466.0,4178.0,10703.0,4042.0,7607.0,8253.0,183.0,71.0,24.0,49.0,828.0,2216.0,10324.0,3094.0,5243.0,9488.0,3309.0,2599.0,523.0,2217.0,3715.0,2852.0,3404.0,2265.0
gRNA_CDK9_targ_1235,CDK9,18977.0,22201.0,24082.0,22161.0,12364.0,9899.0,5026.0,3995.0,4446.0,833.0,215.0,6133.0,6331.0,9324.0,24520.0,13172.0,6797.0,5060.0,741.0,8350.0,9099.0,8025.0,3854.0,5624.0
gRNA_CDK9_targ_1236,CDK9,23184.0,15354.0,31175.0,18435.0,16996.0,17673.0,1763.0,359.0,782.0,262.0,1379.0,7073.0,17370.0,16412.0,13395.0,20146.0,11741.0,5755.0,1377.0,14388.0,12045.0,17070.0,17697.0,4922.0
gRNA_CDK9_targ_1237,CDK9,12573.0,8459.0,17846.0,13619.0,9359.0,10919.0,2702.0,25923.0,641.0,154.0,1106.0,1882.0,11677.0,6026.0,10989.0,11779.0,5628.0,5950.0,383.0,4523.0,3842.0,5367.0,11372.0,4279.0
gRNA_CDK9_targ_1238,CDK9,8596.0,9852.0,14662.0,27844.0,12239.0,16496.0,423.0,1692.0,200.0,244.0,449.0,2658.0,15375.0,13755.0,9085.0,19590.0,5050.0,8545.0,387.0,6975.0,6879.0,8331.0,8143.0,4884.0
gRNA_CDK9_targ_1239,CDK9,19763.0,7696.0,26752.0,5933.0,14115.0,10647.0,2488.0,736.0,582.0,733.0,2220.0,1629.0,6900.0,3934.0,9245.0,5944.0,5934.0,4163.0,286.0,5310.0,3900.0,4740.0,6354.0,5627.0
gRNA_CDK9_targ_1240,CDK9,25381.0,13031.0,27815.0,25206.0,19836.0,21465.0,2185.0,34413.0,1129.0,1381.0,1759.0,5826.0,26649.0,15326.0,10659.0,27015.0,16296.0,17975.0,1476.0,19625.0,11008.0,25742.0,18986.0,17539.0
gRNA_CDK9_targ_1241,CDK9,72591.0,56925.0,86921.0,71152.0,65255.0,60172.0,37632.0,10508.0,17353.0,1652.0,7675.0,8590.0,86085.0,50426.0,51674.0,94192.0,58440.0,39392.0,5458.0,67175.0,58940.0,52683.0,37734.0,46317.0
gRNA_CDK9_targ_1242,CDK9,8331.0,9926.0,15626.0,13014.0,18605.0,16992.0,1242.0,3329.0,33.0,164.0,499.0,2789.0,6137.0,3992.0,2367.0,15341.0,3735.0,3819.0,239.0,1851.0,3017.0,3526.0,4454.0,3139.0
gRNA_CDK9_targ_1243,CDK9,61233.0,29175.0,81673.0,34494.0,37393.0,44317.0,10069.0,10018.0,7034.0,1525.0,3788.0,5021.0,46186.0,44935.0,38360.0,60784.0,43932.0,34847.0,3496.0,42517.0,55480.0,50191.0,32447.0,9020.0
gRNA_CDK9_targ_1244,CDK9,49197.0,45992.0,56993.0,33986.0,36065.0,26967.0,11387.0,2266.0,10521.0,810.0,3055.0,8374.0,64018.0,38631.0,73422.0,37426.0,22430.0,33429.0,6427.0,55749.0,59477.0,55769.0,41054.0,18193.0
gRNA_CDK9_targ_1245,CDK9,32706.0,18114.0,11725.0,27081.0,21558.0,12413.0,4864.0,2298.0,67.0,474.0,1179.0,9704.0,23548.0,12587.0,10931.0,22198.0,10444.0,11509.0,1312.0,13182.0,8849.0,10347.0,16206.0,11196.0
gRNA_CDK9_targ_1246,CDK9,2474.0,5810.0,9054.0,11976.0,7736.0,8934.0,516.0,163.0,796.0,77.0,202.0,1076.0,9018.0,4690.0,2724.0,9803.0,7479.0,2839.0,912.0,3284.0,2167.0,3606.0,2788.0,2127.0
gRNA_CDK9_targ_1247,CDK9,23683.0,14518.0,47726.0,25544.0,37613.0,28756.0,4187.0,4816.0,1823.0,1265.0,5234.0,10925.0,39586.0,16383.0,57522.0,33432.0,19509.0,22787.0,2535.0,32669.0,19390.0,26292.0,25922.0,36979.0
gRNA_CDK9_targ_1248,CDK9,6168.0,11394.0,3524.0,7995.0,5845.0,6113.0,1412.0,351.0,1381.0,227.0,89.0,1980.0,3923.0,5376.0,1648.0,9053.0,3901.0,2453.0,356.0,2144.0,1646.0,3213.0,3568.0,2266.0
gRNA_CDK9_targ_1249,CDK9,28448.0,18135.0,19380.0,29005.0,17371.0,15991.0,2627.0,364.0,909.0,1329.0,1525.0,25757.0,19131.0,13821.0,8459.0,19039.0,7795.0,5696.0,767.0,7097.0,8145.0,11699.0,12721.0,4130.0
gRNA_CDK9_targ_1250,CDK9,18465.0,12839.0,27254.0,21152.0,14139.0,11417.0,1200.0,4075.0,389.0,8708.0,1111.0,2004.0,14596.0,8655.0,7138.0,16628.0,9740.0,4826.0,356.0,7446.0,12866.0,8609.0,13952.0,10525.0
gRNA_CDK9_targ_1251,CDK9,15208.0,12985.0,32282.0,15220.0,7216.0,8182.0,1979.0,132.0,35.0,137.0,2381.0,2031.0,8977.0,10264.0,7143.0,14914.0,4452.0,8086.0,2451.0,15772.0,1424.0,7860.0,4493.0,14295.0
gRNA_CDK9_targ_1252,CDK9,21658.0,10113.0,15700.0,6418.0,6364.0,11396.0,2773.0,2058.0,915.0,159.0,1682.0,2668.0,17254.0,15346.0,19389.0,19001.0,8503.0,16641.0,3211.0,19525.0,14137.0,8752.0,9516.0,6469.0
gRNA_CDK9_targ_1253,CDK9,15251.0,19855.0,10448.0,23198.0,12948.0,12296.0,3979.0,2489.0,167.0,960.0,971.0,1689.0,13572.0,12437.0,15346.0,16484.0,15937.0,4642.0,2511.0,9301.0,4219.0,14537.0,18199.0,6084.0
gRNA_CDK9_targ_1254,CDK9,10523.0,8285.0,6947.0,17131.0,15552.0,31125.0,2658.0,11551.0,3740.0,600.0,999.0,3500.0,28023.0,28532.0,23102.0,32978.0,20109.0,13783.0,1979.0,15782.0,22215.0,30050.0,19685.0,7876.0
gRNA_CDK9_targ_1255,CDK9,13680.0,21645.0,24859.0,25965.0,14066.0,20063.0,2894.0,241.0,2359.0,1500.0,1065.0,8459.0,17050.0,13625.0,18598.0,22914.0,12992.0,9606.0,1303.0,12168.0,19079.0,14040.0,16759.0,4174.0
gRNA_CDK9_targ_1256,CDK9,12489.0,4537.0,9130.0,24475.0,6507.0,10278.0,9276.0,11627.0,2423.0,87.0,851.0,1145.0,22455.0,12632.0,3790.0,11772.0,9554.0,9836.0,1455.0,10458.0,11412.0,11670.0,10289.0,2820.0
gRNA_CDK9_targ_1257,CDK9,27056.0,11192.0,13804.0,17888.0,20321.0,23824.0,5728.0,8282.0,899.0,365.0,2420.0,5842.0,28420.0,25538.0,21226.0,24754.0,26170.0,12289.0,1915.0,20580.0,15288.0,18178.0,14430.0,7724.0
gRNA_CDK9_targ_1258,CDK9,14933.0,11851.0,22013.0,17535.0,9693.0,13368.0,880.0,187.0,106.0,1428.0,3918.0,1960.0,19399.0,9611.0,17098.0,15295.0,17707.0,8310.0,1551.0,9834.0,7627.0,11684.0,11950.0,6636.0
gRNA_CDK9_targ_1259,CDK9,23908.0,17451.0,19371.0,9565.0,10603.0,16478.0,2610.0,2716.0,974.0,732.0,1437.0,2930.0,22218.0,21268.0,11180.0,25781.0,12072.0,10063.0,1393.0,21693.0,11243.0,26002.0,8332.0,33761.0
gRNA_CDK9_targ_1260,CDK9,17539.0,11853.0,18081.0,25803.0,17901.0,12223.0,10417.0,350.0,2059.0,62771.0,1883.0,5313.0,21941.0,10731.0,6432.0,17352.0,7568.0,16057.0,1617.0,7429.0,11206.0,13780.0,5822.0,2685.0
