gRNA_id,gene,T0_REP1,T0_REP2,T0_REP3,DMSO_REP1,DMSO_REP2,DMSO_REP3,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3
gRNA_CDK9_targ_1229,CDK9,9429.0,11232.0,30280.0,5842.0,13541.0,7338.0,5346.0,9560.0,6020.0,7739.0,9459.0,11617.0
gRNA_CDK9_targ_1230,CDK9,12032.0,18129.0,15871.0,15631.0,12085.0,6620.0,854.0,6630.0,5521.0,2724.0,31309.0,25202.0
gRNA_CDK9_targ_1231,CDK9,6997.0,6909.0,37805.0,18183.0,22869.0,16025.0,10820.0,9109.0,17278.0,4666.0,25533.0,23822.0
gRNA_CDK9_targ_1232,CDK9,30729.0,28983.0,48048.0,44479.0,65290.0,33568.0,15784.0,13257.0,18739.0,31318.0,36199.0,20672.0
gRNA_CDK9_targ_1233,CDK9,5147.0,7655.0,22943.0,7660.0,10494.0,7680.0,2290.0,4009.0,9224.0,2461.0,33346.0,10811.0
gRNA_CDK9_targ_1234,CDK9,3509.0,5766.0,13961.0,12487.0,27768.0,6003.0,471.0,3878.0,5771.0,7648.0,18022.0,4338.0
gRNA_CDK9_targ_1235,CDK9,23135.0,26895.0,37339.0,18514.0,18980.0,22509.0,8239.0,18987.0,20960.0,999.0,15908.0,33324.0
gRNA_CDK9_targ_1236,CDK9,16221.0,22452.0,39919.0,18963.0,29927.0,14869.0,15235.0,6681.0,11422.0,45991.0,29607.0,19680.0
gRNA_CDK9_targ_1237,CDK9,13976.0,11856.0,24452.0,6527.0,18527.0,7534.0,1672.0,7080.0,6539.0,9932.0,20778.0,12005.0
gRNA_CDK9_targ_1238,CDK9,8761.0,11249.0,26098.0,11190.0,20330.0,19365.0,6583.0,1909.0,2501.0,5766.0,16725.0,22064.0
gRNA_CDK9_targ_1239,CDK9,10996.0,19165.0,50115.0,12742.0,24643.0,12815.0,5203.0,5804.0,8066.0,10188.0,23474.0,25523.0
gRNA_CDK9_targ_1240,CDK9,12247.0,24952.0,36373.0,24033.0,31728.0,12553.0,5116.0,7867.0,11771.0,9603.0,29406.0,23557.0
gRNA_CDK9_targ_1241,CDK9,63680.0,55447.0,112654.0,55520.0,85712.0,79428.0,31904.0,27897.0,31653.0,55591.0,84921.0,117058.0
gRNA_CDK9_targ_1242,CDK9,5806.0,15046.0,35833.0,15522.0,14751.0,9086.0,4204.0,2158.0,6518.0,20634.0,16528.0,2226.0
gRNA_CDK9_targ_1243,CDK9,26967.0,34561.0,73376.0,54753.0,86341.0,40824.0,14968.0,21129.0,35295.0,51867.0,56746.0,45018.0
gRNA_CDK9_targ_1244,CDK9,20912.0,31532.0,58085.0,36947.0,46651.0,34986.0,24738.0,18020.0,29950.0,24605.0,39014.0,81336.0
gRNA_CDK9_targ_1245,CDK9,13931.0,12175.0,32420.0,14920.0,42225.0,16469.0,3724.0,7172.0,21424.0,6003.0,21068.0,48907.0
gRNA_CDK9_targ_1246,CDK9,7669.0,11612.0,23648.0,12051.0,18427.0,9448.0,24167.0,3586.0,3492.0,5556.0,9083.0,2051.0
gRNA_CDK9_targ_1247,CDK9,31327.0,35544.0,63223.0,27912.0,63687.0,35774.0,14264.0,7144.0,28850.0,55178.0,38159.0,35786.0
gRNA_CDK9_targ_1248,CDK9,5760.0,6337.0,22033.0,5347.0,11466.0,3896.0,2456.0,703.0,1154.0,4810.0,8521.0,2024.0
gRNA_CDK9_targ_1249,CDK9,13235.0,28017.0,37674.0,19829.0,44672.0,28133.0,9198.0,4166.0,7048.0,7103.0,14254.0,24859.0
gRNA_CDK9_targ_1250,CDK9,12791.0,21779.0,30536.0,17465.0,13098.0,7854.0,4910.0,13310.0,17959.0,2437.0,63631.0,16197.0
gRNA_CDK9_targ_1251,CDK9,14792.0,15701.0,32378.0,12968.0,18156.0,13128.0,2885.0,7434.0,6372.0,1269.0,23754.0,23682.0
gRNA_CDK9_targ_1252,CDK9,7931.0,8218.0,21856.0,8100.0,16226.0,12392.0,11371.0,12578.0,24569.0,14281.0,10440.0,20368.0
gRNA_CDK9_targ_1253,CDK9,12267.0,15738.0,33702.0,34841.0,21215.0,14314.0,8151.0,20696.0,8846.0,6048.0,19784.0,15962.0
gRNA_CDK9_targ_1254,CDK9,10702.0,25558.0,38060.0,23673.0,34033.0,21809.0,10226.0,15030.0,17203.0,49153.0,36402.0,33546.0
gRNA_CDK9_targ_1255,CDK9,15594.0,20628.0,34676.0,19824.0,36442.0,14224.0,9293.0,20330.0,22684.0,8402.0,48435.0,13028.0
gRNA_CDK9_targ_1256,CDK9,16712.0,16509.0,34379.0,22138.0,23605.0,15953.0,12265.0,10631.0,19212.0,11481.0,16070.0,14424.0
gRNA_CDK9_targ_1257,CDK9,16757.0,41815.0,48055.0,22670.0,34283.0,19453.0,10383.0,9701.0,13536.0,8634.0,37397.0,26829.0
gRNA_CDK9_targ_1258,CDK9,13582.0,18724.0,23248.0,18409.0,25081.0,12710.0,4842.0,6158.0,5416.0,7202.0,27363.0,16090.0
gRNA_CDK9_targ_1259,CDK9,8563.0,12498.0,25576.0,17017.0,30010.0,11427.0,5654.0,4821.0,6872.0,13315.0,22714.0,25319.0
gRNA_CDK9_targ_1260,CDK9,11055.0,14785.0,28988.0,19547.0,22235.0,22542.0,8283.0,10020.0,21681.0,19701.0,66479.0,9211.0
gRNA_CDK9_targ_1261,CDK9,4918.0,6290.0,13977.0,8336.0,11725.0,8415.0,1506.0,2023.0,3596.0,7563.0,28799.0,8676.0
gRNA_CDK9_targ_1262,CDK9,4553.0,7927.0,20284.0,4905.0,6178.0,5496.0,3402.0,2920.0,5426.0,772.0,10007.0,9216.0
gRNA_CDK9_targ_1263,CDK9,16248.0,23539.0,33558.0,15156.0,34035.0,15851.0,6098.0,4295.0,15543.0,40738.0,25802.0,75007.0
gRNA_CDK9_targ_1264,CDK9,16081.0,28550.0,29821.0,12331.0,30816.0,26426.0,12419.0,6533.0,11486.0,25376.0,39109.0,43947.0
gRNA_CDK9_targ_1265,CDK9,21677.0,29205.0,53992.0,26284.0,55673.0,14165.0,7474.0,20633.0,17233.0,12635.0,106221.0,26888.0
gRNA_CDK9_targ_1266,CDK9,15674.0,17659.0,53261.0,22646.0,35041.0,20600.0,7775.0,12253.0,9425.0,5585.0,59212.0,8425.0
gRNA_CDK9_targ_1267,CDK9,8850.0,10193.0,27084.0,7052.0,19073.0,14875.0,8208.0,6185.0,16539.0,10208.0,8231.0,31303.0
gRNA_CDK9_targ_1268,CDK9,8998.0,21466.0,26320.0,10401.0,18957.0,14040.0,6299.0,4531.0,4326.0,4989.0,25923.0,25517.0
gRNA_CDK9_targ_1269,CDK9,13783.0,22856.0,33886.0,22188.0,32744.0,12073.0,7856.0,10575.0,23316.0,6611.0,32586.0,22922.0
gRNA_CDK9_targ_1270,CDK9,4676.0,9192.0,15013.0,11638.0,12485.0,9920.0,2363.0,1684.0,9896.0,4948.0,13943.0,1352.0
gRNA_CDK9_targ_1271,CDK9,34578.0,67339.0,89745.0,51504.0,85688.0,52638.0,18492.0,22404.0,33233.0,22413.0,65299.0,83518.0
gRNA_CDK9_targ_1272,CDK9,25759.0,23483.0,29132.0,14513.0,35610.0,16200.0,6666.0,9551.0,16555.0,8464.0,38547.0,16311.0
gRNA_CDK9_targ_1273,CDK9,18674.0,25322.0,25319.0,15393.0,27037.0,10335.0,24294.0,10655.0,24837.0,6968.0,25728.0,37201.0
gRNA_CDK9_targ_1274,CDK9,16208.0,27285.0,49593.0,29042.0,47862.0,56732.0,24384.0,22923.0,22535.0,12537.0,57698.0,24314.0
gRNA_CDK9_targ_1275,CDK9,6776.0,10330.0,10447.0,9253.0,13814.0,6134.0,5894.0,1662.0,4854.0,16609.0,15314.0,20492.0
gRNA_CDK9_targ_1276,CDK9,13449.0,30833.0,42831.0,16683.0,39864.0,30846.0,15657.0,17931.0,22649.0,18880.0,22831.0,39449.0
gRNA_CDK9_targ_1277,CDK9,6204.0,12053.0,13087.0,9311.0,12051.0,10191.0,8312.0,6084.0,10858.0,23556.0,15127.0,19333.0
gRNA_CDK9_targ_1278,CDK9,7491.0,9333.0,14972.0,7093.0,18480.0,4033.0,6247.0,9026.0,7014.0,16207.0,4255.0,3620.0
gRNA_CDK9_targ_1279,CDK9,32600.0,59150.0,101159.0,43318.0,58679.0,57172.0,21108.0,33382.0,54168.0,130301.0,129687.0,123159.0
gRNA_CDK9_targ_1280,CDK9,5289.0,10648.0,29652.0,13772.0,31360.0,7814.0,1300.0,2761.0,5403.0,4723.0,26715.0,5673.0
gRNA_CDK9_targ_1281,CDK9,8726.0,13062.0,18940.0,11739.0,17394.0,14351.0,585.0,9251.0,9834.0,1402.0,22686.0,5218.0
gRNA_CDK9_targ_1282,CDK9,14383.0,21909.0,28798.0,22877.0,27605.0,15809.0,15318.0,5047.0,22491.0,7063.0,23768.0,29313.0
gRNA_CDK9_targ_1283,CDK9,14786.0,10757.0,32478.0,9797.0,15540.0,14544.0,18327.0,4418.0,9636.0,4817.0,13599.0,8514.0
gRNA_CDK9_targ_1284,CDK9,10931.0,21733.0,25518.0,14174.0,16247.0,9366.0,1784.0,3017.0,18321.0,3321.0,20714.0,12811.0
gRNA_CDK9_targ_1285,CDK9,15005.0,20836.0,25876.0,21476.0,26958.0,20389.0,8578.0,8396.0,6519.0,5441.0,33553.0,1523.0
gRNA_CDK9_targ_1286,CDK9,11884.0,17524.0,47612.0,24623.0,16515.0,30472.0,6356.0,7745.0,9086.0,6193.0,22154.0,22658.0
gRNA_CDK9_targ_1287,CDK9,23597.0,28322.0,52701.0,20486.0,95803.0,28344.0,13200.0,18559.0,21658.0,17619.0,97534.0,48417.0
gRNA_CDK9_targ_1288,CDK9,18029.0,29431.0,58375.0,20398.0,55684.0,30894.0,28545.0,10624.0,18544.0,20979.0,57631.0,14173.0
gRNA_CDK9_targ_1289,CDK9,13268.0,26091.0,47918.0,30701.0,45816.0,38237.0,15009.0,19926.0,34460.0,30612.0,36880.0,37496.0
gRNA_CDK9_targ_1290,CDK9,56670.0,45579.0,67015.0,37782.0,93034.0,42245.0,20635.0,21561.0,33566.0,83040.0,92074.0,39672.0
gRNA_CDK9_targ_1291,CDK9,29116.0,20291.0,59153.0,13261.0,34607.0,11745.0,1871.0,10808.0,17635.0,12496.0,23715.0,38044.0
gRNA_CDK9_targ_1292,CDK9,14815.0,23077.0,25196.0,14190.0,25324.0,8993.0,5536.0,3647.0,5161.0,48184.0,20247.0,10126.0
gRNA_CDK9_targ_1293,CDK9,4184.0,8269.0,12170.0,6928.0,9145.0,733.0,2564.0,3368.0,742.0,586.0,23943.0,6091.0
gRNA_CDK9_targ_1294,CDK9,9678.0,11713.0,34583.0,11146.0,18209.0,13088.0,10924.0,13437.0,9417.0,10328.0,12581.0,34201.0
gRNA_CDK9_targ_1295,CDK9,24206.0,12515.0,30159.0,13801.0,14426.0,19217.0,10241.0,15874.0,11324.0,17643.0,41545.0,30000.0
gRNA_CDK9_targ_1296,CDK9,12157.0,27541.0,35069.0,18564.0,31408.0,27775.0,10874.0,7219.0,7190.0,8799.0,24504.0,24657.0
gRNA_CDK9_targ_1297,CDK9,4536.0,6647.0,10083.0,6983.0,16364.0,10393.0,1567.0,2402.0,2051.0,9098.0,28230.0,3255.0
gRNA_CDK9_targ_1298,CDK9,8508.0,10431.0,27413.0,9470.0,19823.0,9468.0,2612.0,4865.0,9881.0,3843.0,7568.0,3968.0
gRNA_CDK9_targ_1299,CDK9,9900.0,25908.0,27486.0,23299.0,20623.0,12490.0,13872.0,10212.0,17238.0,49395.0,29583.0,23662.0
gRNA_CDK9_targ_1300,CDK9,27573.0,33353.0,64102.0,36707.0,42008.0,28833.0,17401.0,26735.0,26034.0,36763.0,94893.0,50071.0
gRNA_CDK9_targ_1301,CDK9,3911.0,22007.0,14781.0,10939.0,21177.0,13785.0,1603.0,4539.0,5098.0,3988.0,43136.0,2005.0
gRNA_CDK9_targ_1302,CDK9,7544.0,12313.0,19617.0,11810.0,16534.0,10279.0,2658.0,9409.0,6869.0,5590.0,24871.0,16232.0
gRNA_CDK9_targ_1303,CDK9,16860.0,23472.0,40105.0,26309.0,41772.0,22889.0,13125.0,15782.0,14060.0,15763.0,82549.0,51489.0
gRNA_CDK9_targ_1304,CDK9,1743.0,7229.0,12166.0,2598.0,7602.0,6073.0,934.0,1492.0,3767.0,4295.0,3003.0,9564.0
gRNA_CDK9_targ_1305,CDK9,13661.0,22907.0,36722.0,27825.0,51490.0,12599.0,7518.0,4226.0,12135.0,33927.0,42003.0,20340.0
gRNA_CDK9_targ_1306,CDK9,9401.0,4846.0,18112.0,7174.0,18102.0,5112.0,3003.0,2524.0,3663.0,14418.0,14438.0,5449.0
gRNA_CDK9_targ_1307,CDK9,4949.0,12742.0,21614.0,13189.0,16291.0,13935.0,2984.0,7564.0,7424.0,16292.0,25917.0,34240.0
gRNA_CDK9_targ_1308,CDK9,10845.0,18682.0,24585.0,15042.0,30161.0,6990.0,4879.0,5154.0,5578.0,15355.0,23994.0,11471.0
gRNA_CDK9_targ_1309,CDK9,13655.0,15542.0,50282.0,18897.0,42270.0,22863.0,4727.0,5337.0,7321.0,22061.0,45498.0,39586.0
gRNA_CDK9_targ_1310,CDK9,7350.0,16588.0,15755.0,14988.0,16568.0,6203.0,5962.0,9051.0,5814.0,28445.0,29790.0,4579.0
gRNA_CDK9_targ_1311,CDK9,13468.0,20415.0,32225.0,10387.0,12319.0,14577.0,2600.0,16059.0,11021.0,7952.0,22547.0,23378.0
gRNA_CDK9_targ_1312,CDK9,16993.0,11729.0,32742.0,14403.0,23314.0,6370.0,2690.0,9069.0,12493.0,4766.0,35199.0,29151.0
gRNA_CDK9_targ_1313,CDK9,36678.0,36914.0,57863.0,28306.0,55262.0,34922.0,18753.0,16037.0,28316.0,17058.0,66378.0,89132.0
gRNA_CDK9_targ_1314,CDK9,7016.0,18015.0,28017.0,13917.0,27067.0,10568.0,10223.0,10215.0,8632.0,33057.0,45476.0,6866.0
gRNA_CDK9_targ_1315,CDK9,5125.0,9179.0,6802.0,3975.0,8040.0,8189.0,2136.0,6284.0,2865.0,7886.0,20632.0,6623.0
gRNA_CDK9_targ_1316,CDK9,7347.0,7965.0,30211.0,10889.0,15280.0,6591.0,8779.0,2078.0,6000.0,1658.0,20458.0,20416.0
gRNA_CDK9_targ_1317,CDK9,14672.0,17648.0,30179.0,16651.0,22111.0,34360.0,11941.0,10549.0,13251.0,5717.0,17702.0,11542.0
gRNA_CDK9_targ_1318,CDK9,13718.0,18011.0,35150.0,36875.0,52848.0,32785.0,16738.0,16394.0,25345.0,26841.0,45440.0,70914.0
gRNA_CDK9_targ_1319,CDK9,4620.0,7318.0,17596.0,22470.0,17629.0,2489.0,1723.0,9170.0,4087.0,3091.0,42325.0,9662.0
gRNA_CDK9_targ_1320,CDK9,4561.0,15217.0,17130.0,6334.0,17846.0,16674.0,2282.0,577.0,8383.0,9052.0,13513.0,10284.0
gRNA_CDK9_targ_1321,CDK9,10875.0,20575.0,25999.0,9755.0,20977.0,17173.0,2660.0,21451.0,18202.0,23193.0,32410.0,45324.0
gRNA_CDK9_targ_1322,CDK9,14890.0,15892.0,33777.0,26440.0,32239.0,29234.0,12215.0,9064.0,7324.0,36107.0,38064.0,17735.0
gRNA_CDK9_targ_1323,CDK9,5227.0,7932.0,6587.0,8303.0,12659.0,4147.0,4094.0,19867.0,7614.0,4674.0,4461.0,3546.0
gRNA_CDK9_targ_1324,CDK9,9851.0,12900.0,25510.0,11302.0,9682.0,5742.0,23246.0,1286.0,5834.0,6345.0,12259.0,6341.0
gRNA_CDK9_targ_1325,CDK9,23361.0,19492.0,22881.0,22121.0,20600.0,11479.0,20206.0,6130.0,7747.0,15095.0,38391.0,41080.0
gRNA_CDK9_targ_1326,CDK9,7312.0,23497.0,22028.0,13183.0,26798.0,12686.0,10239.0,14527.0,14466.0,31574.0,56802.0,9316.0
gRNA_CDK9_targ_1327,CDK9,17476.0,21892.0,35673.0,28566.0,41151.0,28149.0,16861.0,14679.0,12171.0,22278.0,63352.0,12197.0
gRNA_CDK9_targ_1328,CDK9,11529.0,22369.0,37784.0,18655.0,29146.0,32450.0,17186.0,16080.0,23169.0,21379.0,71511.0,60134.0
gRNA_CDK9_targ_1329,CDK9,13969.0,23314.0,27979.0,10230.0,23568.0,9257.0,12963.0,2877.0,9071.0,17274.0,26549.0,23912.0
gRNA_CDK9_targ_1330,CDK9,51867.0,41802.0,99725.0,52772.0,105753.0,52750.0,21105.0,33996.0,31591.0,105785.0,138788.0,135229.0
gRNA_CDK9_targ_1331,CDK9,36065.0,57416.0,92048.0,64323.0,79328.0,42790.0,22162.0,50436.0,28640.0,68747.0,94892.0,140459.0
gRNA_CDK9_targ_1332,CDK9,18686.0,18894.0,30065.0,25850.0,26262.0,14768.0,8658.0,8613.0,11299.0,5522.0,21600.0,17264.0
gRNA_CDK9_targ_1333,CDK9,12584.0,25732.0,30515.0,31107.0,27834.0,15118.0,16847.0,3487.0,21337.0,20830.0,18007.0,67228.0
gRNA_CDK9_targ_1334,CDK9,18609.0,20850.0,36272.0,22904.0,40862.0,27116.0,12122.0,11448.0,6229.0,35406.0,26760.0,33250.0
gRNA_CDK9_targ_1335,CDK9,9882.0,25654.0,29755.0,22481.0,22675.0,19494.0,9101.0,4708.0,18218.0,61205.0,16427.0,10560.0
gRNA_CDK9_targ_1336,CDK9,19773.0,44230.0,62248.0,22791.0,47247.0,23501.0,7453.0,13706.0,21345.0,6999.0,66273.0,67229.0
gRNA_CDK9_targ_1337,CDK9,14977.0,30079.0,69082.0,33584.0,49833.0,45432.0,15014.0,21584.0,33101.0,19190.0,34137.0,157887.0
gRNA_CDK9_targ_1338,CDK9,64751.0,55260.0,94623.0,52415.0,79595.0,46536.0,25070.0,24654.0,64162.0,68359.0,70462.0,154943.0
gRNA_CDK9_targ_1339,CDK9,23389.0,33152.0,49899.0,20695.0,59943.0,47756.0,15990.0,13374.0,11317.0,32879.0,37241.0,19861.0
gRNA_CDK9_targ_1340,CDK9,15018.0,28373.0,58467.0,23550.0,40412.0,33822.0,14353.0,15050.0,14207.0,30448.0,65198.0,15778.0
gRNA_CDK9_targ_1341,CDK9,23360.0,19851.0,31197.0,32624.0,44206.0,20594.0,13091.0,11954.0,14423.0,9329.0,16901.0,27065.0
gRNA_CDK9_targ_1342,CDK9,16929.0,26923.0,40319.0,16785.0,16581.0,23522.0,11124.0,9778.0,12574.0,13636.0,37349.0,36088.0
gRNA_CDK9_targ_1343,CDK9,9793.0,14093.0,22592.0,11572.0,13635.0,8765.0,5511.0,7390.0,24062.0,1259.0,35241.0,19574.0
gRNA_CDK9_targ_1344,CDK9,11538.0,19131.0,30222.0,19091.0,20801.0,22659.0,4829.0,4861.0,17548.0,3647.0,17013.0,20795.0
gRNA_CDK9_targ_1345,CDK9,9788.0,13697.0,22608.0,13353.0,18674.0,13093.0,669.0,5276.0,9995.0,12420.0,23216.0,34273.0
gRNA_CDK9_targ_1346,CDK9,6261.0,15065.0,20519.0,6154.0,18055.0,7734.0,16106.0,12177.0,9540.0,7291.0,21470.0,18826.0
gRNA_CDK9_targ_1347,CDK9,19730.0,17451.0,35334.0,18752.0,36370.0,18741.0,4958.0,10946.0,17233.0,1718.0,22185.0,87185.0
gRNA_CDK9_targ_1348,CDK9,14510.0,9942.0,29491.0,14980.0,18747.0,17635.0,15072.0,17104.0,7830.0,28658.0,26818.0,9566.0
gRNA_CDK9_targ_1349,CDK9,3709.0,3027.0,11790.0,3747.0,4172.0,12363.0,428.0,1489.0,2394.0,699.0,6392.0,12589.0
gRNA_CDK9_targ_1350,CDK9,2677.0,11425.0,14602.0,9566.0,8517.0,10194.0,10734.0,9993.0,11207.0,47344.0,26055.0,45914.0
gRNA_CDK9_targ_1351,CDK9,28360.0,31281.0,49186.0,33429.0,37276.0,21675.0,9158.0,18653.0,16360.0,24041.0,33558.0,12785.0
gRNA_CDK9_targ_1352,CDK9,8268.0,6493.0,21805.0,9332.0,9673.0,5011.0,3037.0,4564.0,9088.0,5979.0,4566.0,4018.0
gRNA_CDK9_targ_1353,CDK9,13754.0,11868.0,27633.0,11889.0,32608.0,19240.0,7266.0,6360.0,7983.0,4192.0,15522.0,29628.0
gRNA_CDK9_targ_1354,CDK9,27642.0,37643.0,75547.0,46842.0,83011.0,44271.0,34144.0,32830.0,32343.0,85783.0,107226.0,43272.0
gRNA_CDK9_targ_1355,CDK9,193356.0,202293.0,185999.0,64501.0,214312.0,123442.0,291264.0,99481.0,327533.0,1059895.0,211832.0,72740.0
gRNA_CDK9_targ_1356,CDK9,23671.0,24781.0,45826.0,29812.0,31703.0,14119.0,6361.0,9044.0,18097.0,24034.0,43656.0,53511.0
gRNA_CDK9_targ_1357,CDK9,24285.0,36960.0,70849.0,46199.0,64510.0,34678.0,21029.0,19170.0,14380.0,22564.0,55643.0,25314.0
gRNA_CDK9_targ_1358,CDK9,29525.0,52931.0,86359.0,40157.0,64199.0,64999.0,26201.0,43755.0,33451.0,27728.0,53051.0,120512.0
gRNA_CDK9_targ_1359,CDK9,20469.0,21025.0,37380.0,34830.0,39035.0,26216.0,12632.0,18370.0,19915.0,39991.0,51905.0,49297.0
gRNA_CDK9_targ_1360,CDK9,8564.0,14536.0,27790.0,14490.0,29781.0,18754.0,3776.0,8128.0,9293.0,2053.0,18127.0,9578.0
gRNA_CDK9_targ_1361,CDK9,10135.0,14779.0,25429.0,9521.0,12969.0,7708.0,1640.0,9529.0,15325.0,2612.0,36906.0,9363.0
gRNA_CDK9_targ_1362,CDK9,3191.0,11791.0,23026.0,5390.0,26348.0,23577.0,1405.0,13249.0,4267.0,24743.0,11034.0,12754.0
gRNA_CDK9_targ_1363,CDK9,6409.0,12603.0,17998.0,8754.0,21078.0,7734.0,10180.0,12902.0,3688.0,29396.0,31971.0,8547.0
gRNA_CDK9_targ_1364,CDK9,9242.0,7786.0,22723.0,8567.0,21670.0,28912.0,4625.0,5528.0,13907.0,3150.0,16960.0,31246.0
gRNA_CDK9_targ_1365,CDK9,6902.0,22141.0,22654.0,10597.0,41520.0,14666.0,7959.0,15568.0,8916.0,15804.0,56535.0,19852.0
gRNA_CDK9_targ_1366,CDK9,19128.0,43892.0,53463.0,42991.0,50428.0,43356.0,9560.0,13702.0,26651.0,23830.0,47623.0,21875.0
gRNA_CDK9_targ_1367,CDK9,9935.0,12480.0,31086.0,11203.0,31276.0,7208.0,12157.0,8992.0,11375.0,16146.0,10275.0,44758.0
gRNA_CDK9_targ_1368,CDK9,11090.0,23836.0,28730.0,12466.0,14256.0,2891.0,5990.0,3474.0,5241.0,8853.0,34618.0,8918.0
gRNA_CDK9_targ_1369,CDK9,12548.0,18404.0,20136.0,8236.0,17648.0,5898.0,4870.0,2736.0,4771.0,19677.0,18898.0,10300.0
gRNA_CDK9_targ_1370,CDK9,9624.0,15909.0,33440.0,14269.0,13216.0,17798.0,5543.0,6765.0,6997.0,5242.0,44800.0,23330.0
gRNA_CDK9_targ_1371,CDK9,13840.0,25781.0,33938.0,13447.0,18776.0,5515.0,4413.0,4443.0,4092.0,16512.0,40252.0,1561.0
gRNA_CDK9_targ_1372,CDK9,12182.0,9615.0,18688.0,10507.0,11604.0,6854.0,2024.0,4192.0,3455.0,12966.0,18874.0,4428.0
gRNA_CDK9_targ_1373,CDK9,4833.0,11983.0,12764.0,8073.0,21009.0,7559.0,3091.0,2023.0,2687.0,4547.0,15278.0,5563.0
gRNA_CDK9_targ_1374,CDK9,10685.0,9709.0,31200.0,5277.0,17611.0,16272.0,1486.0,3122.0,1316.0,3794.0,35580.0,4680.0
gRNA_CDK9_targ_1375,CDK9,14265.0,23155.0,41419.0,20682.0,44925.0,25119.0,65719.0,9383.0,10421.0,42126.0,30488.0,46473.0
gRNA_CDK9_targ_1376,CDK9,6237.0,12539.0,17737.0,8917.0,11056.0,12774.0,1474.0,9891.0,8694.0,3023.0,17144.0,1050.0
gRNA_CDK9_targ_1377,CDK9,19456.0,20095.0,30944.0,22797.0,24877.0,17570.0,5670.0,15796.0,15624.0,18866.0,47647.0,14707.0
gRNA_CDK9_targ_1378,CDK9,20633.0,25505.0,53068.0,14591.0,21872.0,8509.0,2036.0,7556.0,9023.0,2015.0,28109.0,17461.0
gRNA_CDK9_targ_1379,CDK9,33469.0,27040.0,107905.0,55786.0,63888.0,53624.0,28673.0,37687.0,37504.0,37848.0,82850.0,95871.0
gRNA_CDK9_targ_1380,CDK9,13124.0,22581.0,39199.0,31737.0,26666.0,30899.0,24848.0,21493.0,24525.0,17624.0,40504.0,54877.0
gRNA_CDK9_targ_1381,CDK9,12709.0,25372.0,34496.0,15993.0,24739.0,22843.0,6624.0,5269.0,11238.0,3677.0,22664.0,8181.0
gRNA_CDK9_targ_1382,CDK9,7936.0,10182.0,20337.0,12709.0,15239.0,8826.0,2971.0,3028.0,12199.0,11741.0,9335.0,7270.0
gRNA_CDK9_targ_1383,CDK9,11487.0,14068.0,20193.0,9703.0,23171.0,7101.0,5054.0,6817.0,15412.0,15759.0,3151.0,4773.0
gRNA_CDK9_targ_1384,CDK9,4268.0,16078.0,15537.0,7309.0,17818.0,8392.0,3892.0,6644.0,24772.0,14827.0,31856.0,21582.0
gRNA_CDK9_targ_1385,CDK9,6725.0,17233.0,18672.0,7038.0,23448.0,20366.0,14711.0,7115.0,5871.0,17469.0,24590.0,3452.0
gRNA_CDK9_targ_1386,CDK9,4396.0,11984.0,17170.0,9990.0,11914.0,12111.0,869.0,2952.0,9694.0,3430.0,10576.0,10528.0
gRNA_CDK9_targ_1387,CDK9,13723.0,3566.0,7775.0,3795.0,11241.0,1372.0,2674.0,1283.0,1245.0,689.0,4604.0,24355.0
gRNA_CDK9_targ_1388,CDK9,30202.0,36756.0,58227.0,30910.0,42460.0,31340.0,14349.0,13171.0,56177.0,51761.0,40501.0,211671.0
gRNA_CDK9_targ_1389,CDK9,17891.0,20931.0,54525.0,17840.0,31801.0,59817.0,18060.0,14709.0,14137.0,8271.0,74164.0,25065.0
gRNA_CDK9_targ_1390,CDK9,9523.0,7731.0,39596.0,21040.0,35885.0,22870.0,13292.0,5918.0,6996.0,7140.0,21777.0,73083.0
gRNA_CDK9_targ_1391,CDK9,7885.0,8186.0,18105.0,10136.0,11254.0,11257.0,3843.0,548.0,3200.0,172.0,4647.0,4563.0
gRNA_CDK9_targ_1392,CDK9,15425.0,35949.0,50468.0,20974.0,39308.0,15758.0,10475.0,14977.0,8528.0,21361.0,55555.0,13967.0
gRNA_CDK9_targ_1393,CDK9,14707.0,22664.0,47563.0,48973.0,41419.0,26007.0,30333.0,19922.0,26280.0,28670.0,52926.0,29799.0
gRNA_CDK9_targ_1394,CDK9,14183.0,19000.0,23120.0,8705.0,17129.0,4678.0,7902.0,4927.0,6828.0,14002.0,16062.0,6704.0
gRNA_CDK9_targ_1395,CDK9,5308.0,7250.0,22804.0,12327.0,16946.0,5739.0,3327.0,5037.0,6511.0,1293.0,17156.0,8715.0
gRNA_CDK9_targ_1396,CDK9,8391.0,13184.0,26790.0,17862.0,23486.0,6896.0,3429.0,3941.0,11294.0,1328.0,68522.0,11112.0
gRNA_CDK9_targ_1397,CDK9,17038.0,18056.0,43955.0,16323.0,27282.0,13650.0,7077.0,8248.0,15729.0,9109.0,34339.0,11199.0
gRNA_CDK9_targ_1398,CDK9,10085.0,12945.0,17812.0,13819.0,18992.0,8450.0,2589.0,2371.0,7166.0,1520.0,9877.0,8663.0
gRNA_CDK9_targ_1399,CDK9,3107.0,7529.0,21725.0,3776.0,16441.0,1748.0,1968.0,1565.0,1824.0,509.0,15271.0,3148.0
